第二轮候选ID,第二轮池,第二轮层级,建议梯度,是否进入家庭讨论,是否可作为定稿依据,入选理由,专项风险提示,下一步核验动作,体检和章程核验提示,重点观察标签,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,城市候选,公办民办机器线索,家庭底线属性动作,机器家庭匹配初判,调剂初判,偏好专业数,数字媒体技术专业数,计算机类相关专业数,师范类相关专业数,机械自动化机器人专业数,电子信息网络专业数,计算机AI软件专业数,农业动医兽医专业数,动物医学兽医专业数,护理助产专业数,工商旅游管理专业数,环境工程科学专业数,医技护理康复专业数,临床口腔中医暂缓专业数,高收费或超预算专业数,特殊限制待核专业数,专业明细行数,机器筛选价值层级,保真核验层级,历史线索分层,同代码命中年份最大值,历史最高等位分差,历史最低等位分差,来源页码,版面列,组内完整专业清单索引,机器核验下一步,人工核验下一步,专业组出现ID,稳定基座专业组筛选ID
R2GROUP-57059f65c994c972,专项,S1-医技/康复专项了解,冲刺观察,true,false,命中方向：医技/康复1个；命中优先城市：西安；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,K488,西安医学院,K48807,07,西安,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,V0-默认不进主方案风险,R1-P0整组先核,H4-历史最高线高于等位分16-30分,1,28,28,226,right,1.07 药学（ICC国际创意学院项目；办学地点：未央校区）[M-c711b81fad3bfabf]；2.08 医学影像技术（ICC 国际创意学院项目：办学地点：未央校区）[M-05c62858a0830f27],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-e97e63aa5a980eeb,STABLEGROUP-79951d19a23c2e86
R2GROUP-0ea701a2149dd0d8,专项,S1-医技/康复专项了解,历史待补,true,false,命中方向：医技/康复2个；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；缺同代码历史线索；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,H124,安徽中医药大学,H12408,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,V0-默认不进主方案风险,R2-P1页列集中核,H0-无同代码历史线索,0,,,145,left,1.17 医学检验技术（不招色觉异常（含色頂、色弱）考生；办学地点：少荃湖校[M-37c92f02b89422b6]；2.18 医学影像技术（不招色觉异常（含色頂、色弱）考生；办学地点：少荃湖校[M-91e95ec1a202685b]；3.19 健康与医疗保障（不招色觉异常（含魚盲、色弱）考生：办学地点：少荃湖校[M-0c7059c4d275262c],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-1ffbcb293469d779,STABLEGROUP-251a999f0bd0326e
R2GROUP-0db252078dd6c814,专项,S1-医技/康复专项了解,历史待补,true,false,命中方向：医技/康复2个；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；缺同代码历史线索；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,K471,延安大学,K47105,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,V0-默认不进主方案风险,R1-P0整组先核,H0-无同代码历史线索,0,,,225,left,1.16 医学影像学（办学地点：杨家岭校区；学制：五年）[M-64db5523a400463d]；2.17 医学检验技术（办学地点：杨家岭校K472 陕西理工大学（公办）（陕西）[M-5be3e06437e1b42d],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-5694ccfb8b0aa526,STABLEGROUP-1bd23ef9f2118c69
R2GROUP-a338aae17682d6f4,专项,S1-医技/康复专项了解,冲刺观察,true,false,命中方向：医技/康复2个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,H380,南昌医学院,H38002,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,V0-默认不进主方案风险,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,1,26,26,162,right,1.02 医学检验技术（象湖校区；不招色弱、色盲、单色识别不全的考生）[M-7d4b9cb8d65922f0]；2.03 医学影像技术（象湖校区：不招色弱、色盲、单色识别不全的考生）[M-4082635a0a2fabe6],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-1c68774244a41b9e,STABLEGROUP-5c12f1a8a4e43440
R2GROUP-7f2928608158574c,专项,S1-医技/康复专项了解,冲刺观察,true,false,命中方向：医技/康复1个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,F206,河北中医药大学,F20605,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V0-默认不进主方案风险,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,2,23,12,104,left,1.09 康复治疗学（色盲、色弱不予录取）[M-a093c68ae690f106],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-0474563a19e8fc20,STABLEGROUP-e07b3272f9cf9ab6
R2GROUP-78c9befd5d4132b7,专项,S1-医技/康复专项了解,冲刺观察,true,false,命中方向：医技/康复1个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,K470,陕西中医药大学,K47002,02,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,V0-默认不进主方案风险,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,1,24,24,224,right,1.02 中医康复学（学制：五年）【47003 陕西中医药大学第 03组[M-97a357510c288989]；2.03 床医学（学制：五年）[M-1080ffd3a9ff4138],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-9860ad98474f6877,STABLEGROUP-e778c11e903d7951
R2GROUP-7310c1946ded8d38,专项,S1-医技/康复专项了解,冲刺观察,true,false,命中方向：医技/康复1个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,K351,云南中医药大学,K35107,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V0-默认不进主方案风险,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,1,25,25,219,right,1.09 康复治疗学（色盲色弱不录；办学地[M-b396ea022e40ec5b],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-33d08e7fbab07702,STABLEGROUP-358c3e8ea8e2b535
R2GROUP-9550ee2c8966d7d7,专项,S1-医技/康复专项了解,历史待补,true,false,命中方向：医技/康复1个；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；缺同代码历史线索；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,C115,湖北医药学院,C11509,09,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V0-默认不进主方案风险,R1-P0整组先核,H0-无同代码历史线索,0,,,72,left,1.34 康复治疗学（中外合作办学）C116湖北科技学院（公办）（湖北）[M-99e4015f9d06e7d4],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-c39a024a94b578a7,STABLEGROUP-41122889b35eb7f9
R2GROUP-f4eea3c686ecbf4f,专项,S1-医技/康复专项了解,历史待补,true,false,命中方向：医技/康复1个；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；缺同代码历史线索；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,F186,河北北方学院,F18603,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V0-默认不进主方案风险,R1-P0整组先核,H0-无同代码历史线索,0,,,101,right,1.03 医学检验技术（色盲、色弱不予录取）F187 承德医学院（公办）（河北）[M-91a4b42136fb5bd3],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-4ea91f0d3e70a8c1,STABLEGROUP-c7af78da373df498
R2GROUP-4eaf8416ab132e49,专项,S1-医技/康复专项了解,历史待补,true,false,命中方向：医技/康复1个；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；缺同代码历史线索；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,F427,山东中医药大学,F42704,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,V0-默认不进主方案风险,R2-P1页列集中核,H0-无同代码历史线索,0,,,166,right,1.05 信息管理与信息系统（办学地点：长清校区）[M-b2dae1a9de2b23ba]；2.06 中医康复学（不招色直、色弱考生；办学地点：长清校区；学制：五年）[M-294050af28b7c6db]；3.07 中医养生学（不招色真、色弱考生；办学地点：长清校区；学制：五年）[M-8db5f4aac84cbf7b],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-a2220dbd28525889,STABLEGROUP-45f99fd07b3dcaf7
R2GROUP-b5a655f6298fe65a,专项,S1-医技/康复专项了解,历史待补,true,false,命中方向：医技/康复1个；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；缺同代码历史线索；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,F702,齐齐哈尔医学院,F70205,05,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V0-默认不进主方案风险,R1-P0整组先核,H0-无同代码历史线索,0,,,127,left,1.09 医学影像学（色盲、色弱考生不予录取：学制：五年）P704 黑龙江工程学院（公办）（黑龙江）[M-d60ebe5020ae50ed],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-3cff682b4d4df6d1,STABLEGROUP-4f8c30de456c3c98
R2GROUP-6d1e32cdb25da4ac,专项,S1-医技/康复专项了解,历史待补,true,false,命中方向：医技/康复1个；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；缺同代码历史线索；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,H330,新余学院,H33007,07,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V0-默认不进主方案风险,R2-P1页列集中核,H0-无同代码历史线索,0,,,160,right,1.29 康复治疗学[M-cdfbd723f6f0f32a],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-a66c4b108b72583d,STABLEGROUP-e861ad1d2628d1c6
R2GROUP-50718cda03f01162,专项,S1-医技/康复专项了解,历史待补,true,false,命中方向：医技/康复1个；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；缺同代码历史线索；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,H773,广东药科大学,H77304,04,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,V0-默认不进主方案风险,R2-P1页列集中核,H0-无同代码历史线索,0,,,187,left,1.08 生物医学工程（不招色盲色弱；办学地点：云浮校区）[M-7cbc9d581d01a253]；2.09 康复治疗学（不招色盲色弱：办学地GA◎KA◎Z院棧代号点：云浮校区）[M-e8e61ff475c7ecd6],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-8d291f73f0950382,STABLEGROUP-5f63d3b89e4625b7
R2GROUP-d2c14983f1673607,专项,S1-医技/康复专项了解,冲刺观察,true,false,命中方向：医技/康复1个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,F600,长春大学,F60014,14,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V0-默认不进主方案风险,R1-P0整组先核,H4-历史最高线高于等位分16-30分,1,30,30,122,right,1.22 康复治疗学（办学地点：卫星校区）[M-43a4fa07dff96d46],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-0faeb103782c1f4b,STABLEGROUP-65a7cf380cc7db88
R2GROUP-b6290c37162e1aa5,专项,S1-医技/康复专项了解,冲刺观察,true,false,命中方向：环境1个、医技/康复1个；历史线索：H4-历史最高线高于等位分16-30分；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；组内有特殊限制待核；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,H798,佛山大学,H79803,03,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,5,V0-默认不进主方案风险,R2-P1页列集中核,H4-历史最高线高于等位分16-30分,3,28,12,191,left,1.03 材料化学（不招色盲色弱：办学地点：江湾校区）[M-382bc2e9cea1e0ea]；2.04 材料科学与工程（不招色盲色弱；办学地点：江湾校区）[M-fb14b0d3a323dc2a]；3.05 环境工程（享越工程师班；不招色盲色弱：办学地点：江湾校区）[M-913ca353693f9e85]；4.06 生物工程（不招色盲色弱：办学地点：仙溪校区）[M-275101ac2adb8c68]；5.07 医学检验技术（不招色盲色弱：办学地点：河滨路校区）[M-c6679fbe3732901e],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-cd2e332ff0df20f9,STABLEGROUP-dcf8f31917438321
R2GROUP-f07c7eeae61ef3f8,专项,S1-医技/康复专项了解,历史待补,true,false,命中方向：医技/康复1个；历史线索：H0-无同代码历史线索；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；组内有特殊限制待核；缺同代码历史线索；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,H124,安徽中医药大学,H12406,06,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,V0-默认不进主方案风险,R2-P1页列集中核,H0-无同代码历史线索,0,,,145,left,1.14 应用心理学（不招色觉异常（含色直、色弱）考生：办学地点：少荃湖校区）[M-d548ceb2b737e468]；2.15 运动康复（办学地点：少荃湖校区）[M-b7b3a9278e24c093],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-b171961a16f500aa,STABLEGROUP-b9e8aa09f8bacdbb
R2GROUP-7a44309a449dd537,专项,S1-医技/康复专项了解,高冲暂缓,true,false,命中方向：计算机/AI/软件1个、医技/康复3个；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,H317,江西中医药大学,H31708,08,,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,6,V0-默认不进主方案风险,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,42,42,156,right,1.25 医学检验技术（不招收色盲、色弱、单色识别不全的考生）[M-2e19bb303f6a2fc8]；2.26 康复治疗学（不招收色盲、色弱、单色识别不全的考生[M-ee264b7cec07c1df]；3.27 生物医学工程（不招收色盲、色弱、单色识别不全的考生）[M-23580523fe58f0a5]；4.28 医学影像技术（不招收色盲、色弱、单色识别不全的考生）[M-eacdcd6152df4d75]；5.29 智能医学工程（不招收色盲、色弱、单色识别不全的考生）[M-0862ec0d6abe3a7b]；6.30 生物医药数据科学（不招收色盲、色弱、单色识别不全的考生）[M-327e9c15e3c792f4],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-3ad21fd4b562f317,STABLEGROUP-c660033a9566102c
R2GROUP-bace184d76fd14de,专项,S1-医技/康复专项了解,高冲暂缓,true,false,命中方向：医技/康复1个；命中优先城市：成都；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,K178,成都医学院,K17801,01,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V0-默认不进主方案风险,R2-P1页列集中核,H5-历史最高线高于等位分30分以上,2,33,24,212,right,1.01 医学检验技术（色盲、色弱及单眼失明考生不予录取；办学地点：新都校区）[M-f82cba5c01e8a098],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-ff098790cb737df6,STABLEGROUP-b8673100abe2aeb0
R2GROUP-bd80fdedcbbc268e,专项,S1-医技/康复专项了解,高冲暂缓,true,false,命中方向：医技/康复1个；命中优先城市：成都；历史线索：H5-历史最高线高于等位分30分以上；本轮口径：公办/普通学费线索；所有结论仍需原页、官方侧和章程核验,医技/康复需核体检、证书、实习和就业路径；录取线距离偏冲；专项方向只进入了解池，不与普通主线混排,回看第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,体检摘要显示色觉正常、矫正视力4.80/4.80；医技、康复、农学等仍必须逐校核招生章程和体检指导意见。,,K159,成都中医药大学,K15907,07,成都,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,默认不进主方案-组内存在医学/护理等排除专业,调剂风险线索-组内存在默认不能接受专业,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,V0-默认不进主方案风险,R1-P0整组先核,H5-历史最高线高于等位分30分以上,1,44,44,211,left,1.12 康复治疗学（中外合作办学）（不招收色真色弱考生，4+0培养模式，温江校区就读.无英语单科成绩要求，课程采里金英文小班教学，毕业授子成都中医药大学本科毕业证书、理学学士学位证书和英国基尔大学康复与运动疗法理学学士学位证书）K160川北医学院（...[M-b03666eb684f0f41],先核家庭底线风险，不把该组放入主方案。,仅在保底不足或家庭明确可接受时再核整组。,G-0f55ed2751e874f5,STABLEGROUP-12371b95d86dad15
