来源期号,来源PDF_SHA256,数据阶段,最终可用,关联类型,关联原候选,2026院校专业组代码,组内序号,证据来源,院校代码,院校名称OCR,来源页码,页图文件名,专业组名称,专业代号,专业名称及备注,再选科目候选,专业计划数候选,学费候选,学费数字候选,偏好方向,风险类型,字段完整性标记,结构异常规则ID,结构异常类型,专业接受度机器初判,机器初判原因,专业接受度人工确认,专业闸门状态,专业字段复核状态,专业代号核验状态,专业名称核验状态,计划数核验状态,学费核验状态,选科核验状态,备注核验状态,原PDF页字段核验状态,湖北官方系统字段核验状态,高校章程字段核验状态,是否可能导致不能服从调剂,是否允许进入最终专业列表,阻断原因,风险说明,升级缺口,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉轻工大学 C12508 第08组,C12508,16,full_ocr_draft,C125,武汉轻工大学,74,page-074.png,C12508/武汉轻工大学第 08 组,61,环境工程,,49,4000,4000,,,missing_subject_candidate;low_ocr_confidence,low_ocr_confidence,OCR置信度低,字段异常待核验,命中 OCR 结构异常，需回看原页,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉轻工大学 C12508 第08组,C12508,17,full_ocr_draft,C125,武汉轻工大学,74,page-074.png,C12508/武汉轻工大学第 08 组,62,包装工程,,40,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉轻工大学 C12508 第08组,C12508,18,full_ocr_draft,C125,武汉轻工大学,74,page-074.png,C12508/武汉轻工大学第 08 组,63,士木类（含土木工程、智能建造专业）,,80,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉轻工大学 C12508 第08组,C12508,19,full_ocr_draft,C125,武汉轻工大学,74,page-074.png,C12508/武汉轻工大学第 08 组,64,机器人工程,,55,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉轻工大学 C12508 第08组,C12508,20,full_ocr_draft,C125,武汉轻工大学,74,page-074.png,C12508/武汉轻工大学第 08 组,65,动物科学（伴侣动物方向）,,26,3000,3000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉轻工大学 C12508 第08组,C12508,21,full_ocr_draft,C125,武汉轻工大学,74,page-074.png,C12508/武汉轻工大学第 08 组,66,饲料工程,,22,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,1,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,21,零售业管理（智慧运营方向；大一在马影河校区就读，大二起在后官湖校区就读）,不限,9,5200,5200,,,,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,2,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,22,零售业管理（数智营销方向：大一在马影河校区就读，大二起在后官湖校区就读）,,8,5200,5200,,,missing_subject_candidate;low_ocr_confidence,low_ocr_confidence,OCR置信度低,字段异常待核验,命中 OCR 结构异常，需回看原页,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,3,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,23,大数据管理与应用（大一在马影河校区就读，大二起在后官湖校区就读）,,66,4000,4000,计算机类相关,,missing_subject_candidate,,,重点了解,计算机类相关,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,4,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,24,数字经济（大一在马影河校区就读，大資高謝亭院校专业组及专业代号二起在后官湖校区就读）,,63,4000,4000,,,missing_subject_candidate,major_text_embeds_page_header,专业名称疑似串入页眉或栏目文字,字段异常待核验,命中 OCR 结构异常，需回看原页,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,5,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,25,经济与金融（大一在马影河校区就读，大二起在后官湖校区就读）,,10,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,6,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,26,南务经济学（大一在马影河校区就读，大二起在后官湖校区就读）,,19,5200,5200,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,7,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,27,经济统计学（大一在马影河校区就读，大二起在后官湖校区就读）,,61,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,8,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,28,税收学（大一在马影河校区就读，大三起在后官湖校区就读）,,18,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,9,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,29,酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）,,20,5200,5200,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,10,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,,12,4000,4000,,,missing_subject_candidate;low_ocr_confidence,low_ocr_confidence,OCR置信度低,字段异常待核验,命中 OCR 结构异常，需回看原页,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,11,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,,14,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,12,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,32,商务英语（要求高考英语成绩不低于,,21,5200,5200,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,13,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,90,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,,21,5200,5200,,语种或单科限制,missing_subject_candidate;low_ocr_confidence,low_ocr_confidence,OCR置信度低,限制风险待核验,命中限制类风险：语种或单科限制,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,语种或单科限制,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,14,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,33,國译（国际传損方向：要求高考英语成绩不低于90分（满分以150分计）：大在当影河校区就读，大二起在后官湖校区就读：外语语种：英语）,,,4000,4000,,语种或单科限制,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,low_ocr_confidence,OCR置信度低,限制风险待核验,命中限制类风险：语种或单科限制,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,语种或单科限制,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,15,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,34,财务管理（大一在马影河校区就读，大二起在后官湖校区就读）,,12,5200,5200,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,16,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,35,审计学（大一在马影河校区就读，大二起在后官湖校区就读）,,25,5200,5200,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,17,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,36,会计学（大一在马影河校区就读，大二起在后官湖校区就读）,,24,5200,5200,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,18,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,37,物流管理（大一在马影河校区就读，大二起在后官湖校区就读）,,18,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,19,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,38,日语（商务方向：大一在马影河校区就读，大二起在后官湖校区就读）,,7,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,20,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,39,人力资源管理（大一在马影河校区就读，大二起在后官湖校区就读）,,18,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,21,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,40,电子商务（大一在马影河校区就读，大三起在后官湖校区就读）,,9,5200,5200,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15003 第03组,C15003,22,full_ocr_draft,C150,武汉商学院,80,page-080.png,CI5003/武汉商学院第03组,41,供应链管理（大一在马影河校区就读，大二起在后官湖校区就读）,,17,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
