来源期号,来源PDF_SHA256,数据阶段,最终可用,关联类型,关联原候选,2026院校专业组代码,组内序号,证据来源,院校代码,院校名称OCR,来源页码,页图文件名,专业组名称,专业代号,专业名称及备注,再选科目候选,专业计划数候选,学费候选,学费数字候选,偏好方向,风险类型,字段完整性标记,结构异常规则ID,结构异常类型,专业接受度机器初判,机器初判原因,专业接受度人工确认,专业闸门状态,专业字段复核状态,专业代号核验状态,专业名称核验状态,计划数核验状态,学费核验状态,选科核验状态,备注核验状态,原PDF页字段核验状态,湖北官方系统字段核验状态,高校章程字段核验状态,是否可能导致不能服从调剂,是否允许进入最终专业列表,阻断原因,风险说明,升级缺口,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15004 第04组,C15004,1,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15004 武汉商学院第04 组,42,软件工程（大一在马影河校区就读，大起在后官湖校区就读）,化学,58,5200,5200,计算机类相关,,,,,重点了解,计算机类相关,pending_family_acceptance_review,pending_verification,pending_ocr_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15004 第04组,C15004,2,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15004 武汉商学院第04 组,13,物联网工程（智能系统方向：大一在三影河校区就读，大二起在后官湖校区,,60,5200,5200,计算机类相关,,missing_subject_candidate;low_ocr_confidence,low_ocr_confidence,OCR置信度低,字段异常待核验,命中 OCR 结构异常，需回看原页,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15004 第04组,C15004,3,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15004 武汉商学院第04 组,44,数据科学与大数据技术（大一在马影河校区就读，大二起在后官湖校区就,,67,5200,5200,计算机类相关,,missing_subject_candidate,,,重点了解,计算机类相关,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15004 第04组,C15004,4,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15004 武汉商学院第04 组,45,人工智能（大一在马影河校区就读，大二起在后官湖校区就读）,,57,4000,4000,计算机类相关,,missing_subject_candidate,,,重点了解,计算机类相关,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15005 第05组,C15005,1,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15005 武汉商学院第05组,46,机器人工程（大一在马影河校区就读，大二起在后官湖校区就读）,化学257,98,5200,5200,,,,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15005 第05组,C15005,2,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15005 武汉商学院第05组,47,建筑环境与能源应用工程（大一在马影河校区就读，大二起在后官湖校区就读）,,45,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15005 第05组,C15005,3,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15005 武汉商学院第05组,48,车辆工程（大一在马影河校区就读，大二起在后官湖校区就读）,,36,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15005 第05组,C15005,4,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15005 武汉商学院第05组,49,新能源汽车工程（大一在马影河校区就读，大二起在后官湖校区就读）,,78,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15006 第06组,C15006,1,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15006 武汉商学院第06组,50,烹饪与营养教育（大一在马影河校区就读，大二起在后官湖校区就读）,化学,70,4000,4000,,,,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15006 第06组,C15006,2,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15006 武汉商学院第06组,51,食品质量与安全（大一在马影河校区就读，大二起在后官湖校区就读）,,77,4000,4000,,,missing_subject_candidate,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15006 第06组,C15006,3,full_ocr_draft,C150,武汉商学院,80,page-080.png,C15006 武汉商学院第06组,52,食品科学与工程（大一在马影河校区就读，大二起在后官湖校区就读）院校专业组及专业代号,,73,4000,4000,,,missing_subject_candidate,major_text_embeds_page_header,专业名称疑似串入页眉或栏目文字,字段异常待核验,命中 OCR 结构异常，需回看原页,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15007 第07组,C15007,1,full_ocr_draft,C150,武汉商学院,81,page-081.png,C15007 武汉商学院第 07组,53,经济与金融（中外合作办学）（“3+“双证培养模式；大一在马影河校区就读，大二起在后官湖校区就读）,不限,35,35000,35000,,中外合作或高收费,low_ocr_confidence,low_ocr_confidence,OCR置信度低,默认不进主方案,命中中外合作/高收费或超过当前家庭费用上限,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,是,false,命中中外合作/高收费或超过当前家庭费用上限,中外合作或高收费,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,武汉商学院 C15007 第07组,C15007,2,full_ocr_draft,C150,武汉商学院,81,page-081.png,C15007 武汉商学院第 07组,54,"物流管理（中外合作办学〉（“4+0""双证培养模式；大一在马影河校区就读，大起在后官湖校区就读）C151汉江师范学院（公办）（湖北）",,35,40000,40000,师范类相关,中外合作或高收费,missing_subject_candidate;low_ocr_confidence,low_ocr_confidence;major_text_embeds_other_school_marker,OCR置信度低；专业名称疑似串入下一院校,默认不进主方案,命中中外合作/高收费或超过当前家庭费用上限,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,是,false,命中中外合作/高收费或超过当前家庭费用上限,中外合作或高收费,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,同校偏好专业补充组,成都理工大学 K15123 第23组,K15114,1,page_visual_review_seed,K151,成都理工大学,208,page-208.png,成都理工大学第14组,53,数字媒体技术（不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不能录取；宜宾校区就读）,化学,2,6240,6240,数字媒体技术,体检或色觉限制,,,,限制风险待核验,命中限制类风险：体检或色觉限制,pending_family_acceptance_review,pending_verification,pending_page_visual_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,体检或色觉限制,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,同校偏好专业补充组,成都理工大学 K15123 第23组,K15114,2,page_visual_review_seed,K151,成都理工大学,208,page-208.png,成都理工大学第14组,54,智能科学与技术（宜宾校区）,化学,4,6240,6240,计算机类相关,,,,,重点了解,计算机类相关,pending_family_acceptance_review,pending_verification,pending_page_visual_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,同校偏好专业补充组,成都理工大学 K15123 第23组,K15114,3,page_visual_review_seed,K151,成都理工大学,208,page-208.png,成都理工大学第14组,55,电子信息工程（宜宾校区）,化学,2,6240,6240,,,,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_page_visual_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,成都医学院 K17801 第01组,K17801,1,full_ocr_draft,K178,成都医学院,212,page-212.png,K17801 成都医学院第01组,01,医学检验技术（色盲、色弱及单眼失明考生不予录取；办学地点：新都校区）,,,6670,6670,,体检或色觉限制；医学/护理等排除方向,missing_subject_candidate;missing_plan_count_candidate,,,默认不能接受,命中医学/护理等当前明确排除方向,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,是,false,命中医学/护理等当前明确排除方向,体检或色觉限制；医学/护理等排除方向,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,成都医学院 K17802 第02组,K17802,1,full_ocr_draft,K178,成都医学院,212,page-212.png,K17802 成都医学院第02组,02,药学（色真、色弱及单眼失明考生不予录取；办学地点：新都校区）K179成都师范学院（公办）（四川）,,8,6670,6670,师范类相关,体检或色觉限制；医学/护理等排除方向,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,默认不能接受,命中医学/护理等当前明确排除方向,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,是,false,命中医学/护理等当前明确排除方向,体检或色觉限制；医学/护理等排除方向,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,成都师范学院 K17903 第03组,K17903,1,full_ocr_draft,K179,成都师范学院,212,page-212.png,K17903 成都师范学院第 03 组,03,食品质量与安全,［化学,2,5200,5200,,,,,,待了解,尚未命中明确偏好或硬排除，需要家庭继续判断,pending_family_acceptance_review,pending_verification,pending_ocr_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,同校偏好专业补充组,成都师范学院 K17903 第03组,K17905,1,full_ocr_draft,K179,成都师范学院,212,page-212.png,［K17905 成都师范学院第 05组,05,数字媒体技术院校专业组及专业代号,「化学,2,5200,5200,数字媒体技术,,,major_text_embeds_page_header,专业名称疑似串入页眉或栏目文字,字段异常待核验,命中 OCR 结构异常，需回看原页,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,西安建筑科技大学 K46505 第05组,K46505,1,full_ocr_draft,K465,西安建筑科技大学,223,page-223.png,K46505西安建筑科技大学第 05组,18,工程管理（中外合作办学）（双学位；办,不限,4,70000,70000,,中外合作或高收费,,,,默认不进主方案,命中中外合作/高收费或超过当前家庭费用上限,pending_family_acceptance_review,pending_verification,pending_ocr_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,是,false,命中中外合作/高收费或超过当前家庭费用上限,中外合作或高收费,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,西安财经大学 K48504 第04组,K48504,1,full_ocr_draft,K485,西安财经大学,226,page-226.png,K48504 西安财经大学第04 组,15,金融学（中外合作办学）（仅招收有此志愿考生：办学地点：长安校区）K486 西安邮电大学（公办）（陕西）,不限,,6,6,,中外合作或高收费,missing_plan_count_candidate,major_text_embeds_other_school_marker;tuition_number_le_500,专业名称疑似串入下一院校；学费数字疑似吞入计划数或截断,默认不进主方案,命中中外合作/高收费或超过当前家庭费用上限,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,是,false,命中中外合作/高收费或超过当前家庭费用上限,中外合作或高收费,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正；学费原页/章程核验,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,西安航空学院 K48703 第03组,K48703,1,full_ocr_draft,K487,西安航空学院,226,page-226.png,K48703 西安航空学院第03组,04,计算机科学与技术（中外合作办学）（属于高收费项目；办学地点：阎良,,,50000,50000,计算机类相关,中外合作或高收费,missing_subject_candidate;missing_plan_count_candidate,,,默认不进主方案,命中中外合作/高收费或超过当前家庭费用上限,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,是,false,命中中外合作/高收费或超过当前家庭费用上限,中外合作或高收费,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,西安航空学院 K48704 第04组,K48704,1,full_ocr_draft,K487,西安航空学院,226,page-226.png,K48704 西安航空学院第 04 组,05,机械设计制造及其自动化（中外合作办学〉（属于高收费项目；办学地点：阎,,,［50000,50000,,中外合作或高收费,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,默认不进主方案,命中中外合作/高收费或超过当前家庭费用上限,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,是,false,命中中外合作/高收费或超过当前家庭费用上限,中外合作或高收费,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正；学费原页/章程核验,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,西安航空学院 K48704 第04组,K48704,2,full_ocr_draft,K487,西安航空学院,226,page-226.png,K48704 西安航空学院第 04 组,06,直动化（中外合作办学）（属于高收费项自：办学地点：阎良校区）K488 西安医学院（公办）（陕西）,,,50000,50000,,中外合作或高收费；医学/护理等排除方向,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,默认不能接受,命中医学/护理等当前明确排除方向,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,是,false,命中医学/护理等当前明确排除方向,中外合作或高收费；医学/护理等排除方向,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,西安医学院 K48804 第04组,K48804,1,full_ocr_draft,K488,西安医学院,226,page-226.png,「K48804 西安医学院第04组,04,英语（外语语种：英语：办学地点：未央校区）,不限,,5000,5000,,语种或单科限制,missing_plan_count_candidate,,,限制风险待核验,命中限制类风险：语种或单科限制,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,待判断,false,,语种或单科限制,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_v2_verification_workbench,false,历史候选,西安医学院 K48805 第05组,K48805,1,full_ocr_draft,K488,西安医学院,226,page-226.png,K48805 西安医学院第05组,05,预防医学（办学地点：未央校区；学制：五年）,［化学,,6500,6500,,医学/护理等排除方向,missing_plan_count_candidate,,,默认不能接受,命中医学/护理等当前明确排除方向,pending_family_acceptance_review,pending_verification,pending_ocr_anomaly_field_review,pending,pending,pending,pending,pending,pending,pending_original_pdf_page_review,pending_hubei_official_plan_review,pending_school_charter_review,是,false,命中医学/护理等当前明确排除方向,医学/护理等排除方向,原PDF页字段核验；湖北官方计划字段核验；高校章程字段核验；家庭专业接受度确认；OCR异常修正,逐字段回看原页；核湖北官方计划和高校章程；由家庭确认专业接受度
