G0冲突字段补证缺口页列通道汇总ID,来源G0冲突字段补证缺口任务公开账本,来源G0冲突字段补证闭环结果页列汇总,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,页列通道汇总序号,页码版面键,来源页码,版面列,证据通道序号,证据通道,证据通道类型,证据通道执行层级,缺口任务数,涉及字段事实数,涉及任务数,涉及专业行数,涉及院校代码数,字段名分布,可并行执行任务数,待前置闭环任务数,当前通道状态分布,当前阻断桶分布,补证执行优先级分布,补证执行泳道分布,缺口任务集合SHA256,闭环结果集合SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,私有核页HTML证据编号,私有核页HTML_SHA256,页列通道下一步动作,公开安全策略
G0FIELDGAPPAGE-43d8f42459cdd6c1,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,31,135-left,135,left,08,写回评审,字段写回评审,E6-写回评审,21,21,10,10,1,专业计划数:10；再选科目:1；学费:10,0,21,blocked_until_required_evidence_closed:21,G7-写回评审建议未填写:21,P0-含双人复核缺口页列:21,R0-冲突字段双人核页优先:21,e25fee81c2e23e11ac4719c10403a034e7b9504ac293b884a896ea2ed04756c5,75638caaf9040cf18254fda74d90f7843ad3fa97a146855888c85e5572277935,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,FIRST-CLOSURE-REVIEW-HTML-135-left,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,字段确认完成后进入私有写回评审；通过评审前仍不得写回或推荐。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-5d8843b86bf7b6ee,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,32,137-right,137,right,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,0,pending_pdf_page_review:3,G0-缺PDF原页记录:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,1cd684e79014e656c07cd8fcccf5aafd8763f94ccf2d9fc9da5c209c3f8fcdf9,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,在本地未公开页列材料中补齐PDF原页记录；未补齐前不得写回字段事实。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-39052975359422a8,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,33,137-right,137,right,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,0,pending_hubei_official_plan_review:3,G1-缺湖北官方记录:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,954b9e999107cf4f491b38702506265c409db8ef795f3426a3fa043e96fd5b00,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,补齐湖北官方系统或省招办计划侧记录；高校官网不得替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-79e9bf6d2a1e046e,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,34,137-right,137,right,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,0,school_source_pending:2；school_source_seed_present_pending_manual_review:1,G2a-缺高校辅证线索:2；G2b-高校辅证种子待人工核验:1,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,d5b2bc0bb025640b37c7f02798554de09f9e69f0835df796021afaad1e01195b,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,把高校侧线索人工核验为证据记录；仅作double check，不替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-42ef2e59e43404aa,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,35,137-right,137,right,04,冲突处理,冲突解释和处理,E3-冲突处理,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,0,3,pending_conflict_resolution:3,G3-冲突未处理:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,7adf4bd56f64f5bd52271515c541b8ff436f7ab5e3987a5c2cf5d5e6e79fdada,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,在PDF原页、湖北官方侧和高校辅证记录齐备后处理冲突方向。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-5d88cdbde60cf8e6,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,36,137-right,137,right,05,双人复核,双人复核,E3-双人复核,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,0,pending_double_review:3,G4-双人复核未完成:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,13aca4c963804999fca56726e03b9e61d0279b38618ac5d3142f3576f598a394,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,需要双人复核的字段先完成A/B复核和一致性结论；未完成前不得写回。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-13c86b00b05d9885,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,37,137-right,137,right,06,三方一致性闭环,PDF/湖北官方/高校辅证三方闭环,E4-三方一致性闭环,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,0,3,blocked_missing_pdf:3,G5-三方一致性未闭环:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,7aa38d36209db0f72d3857e918b20b1ee275a88658bf829b17ee2939711c758a,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,等待PDF原页、湖北官方侧、高校辅证和必要双人复核后再做三方一致性闭环。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-2f9623b76109ce69,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,38,137-right,137,right,07,字段确认,字段确认,E5-字段确认,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,0,3,blocked:3,G6-字段确认未填写:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,e1adc36c07b76eb8818cbc7a8fd3b777e324e109c9a54e3710826dd31eacfd7a,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,三方闭环后在私有材料中填写字段确认；公开层仍不保存字段记录。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-db31162311032f11,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,39,137-right,137,right,08,写回评审,字段写回评审,E6-写回评审,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,0,3,blocked_until_required_evidence_closed:3,G7-写回评审建议未填写:3,P0-含双人复核缺口页列:3,R0-冲突字段双人核页优先:3,0f90df7a108046c31c55e133f739f88b50461916d6a512c8f94b8e6696637028,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,G0FIELD-PRIVATE-PAGE-137-right,988d25428cc00ecce3b58105dd1335300409e4edc8b20303ceedb639fa4143ea,FIRST-CLOSURE-REVIEW-HTML-137-right,48cfec58e00b283afc47cb5de9ec3915fedf243d60acae136c44f2d62a125706,字段确认完成后进入私有写回评审；通过评审前仍不得写回或推荐。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-9433463dd45adce7,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,40,169-right,169,right,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,2,2,1,1,1,专业计划数:1；学费:1,2,0,pending_pdf_page_review:2,G0-缺PDF原页记录:2,P0-含双人复核缺口页列:2,R0-冲突字段双人核页优先:2,894f6009c29d7e2afa7e6a941b80b0855a8cb782b68780b189b752f8ee059501,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,G0FIELD-PRIVATE-PAGE-169-right,2198e9c15313021fb32768b508cd37bd756c554ca9045fb173a79c3e2109f1df,FIRST-CLOSURE-REVIEW-HTML-169-right,8f76daa094e9532b6f2e5717633405c9ad40efeb51a699229d1170cbbb3dfef7,在本地未公开页列材料中补齐PDF原页记录；未补齐前不得写回字段事实。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-51446b2f1591a466,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,41,169-right,169,right,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,2,2,1,1,1,专业计划数:1；学费:1,2,0,pending_hubei_official_plan_review:2,G1-缺湖北官方记录:2,P0-含双人复核缺口页列:2,R0-冲突字段双人核页优先:2,2dde23b561185619ed92b6e0786414b7352ffa62c9ad655c82ac1f955b1c9362,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,G0FIELD-PRIVATE-PAGE-169-right,2198e9c15313021fb32768b508cd37bd756c554ca9045fb173a79c3e2109f1df,FIRST-CLOSURE-REVIEW-HTML-169-right,8f76daa094e9532b6f2e5717633405c9ad40efeb51a699229d1170cbbb3dfef7,补齐湖北官方系统或省招办计划侧记录；高校官网不得替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-ce51cd9eeb61b9c0,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,42,169-right,169,right,03,高校辅证人工核验,高校官网辅证人工核验,E2-高校辅证人工核验,2,2,1,1,1,专业计划数:1；学费:1,2,0,school_source_pending:1；school_source_seed_present_pending_manual_review:1,G2a-缺高校辅证线索:1；G2b-高校辅证种子待人工核验:1,P0-含双人复核缺口页列:2,R0-冲突字段双人核页优先:2,9d4862fdd5b8a33e5e5d967b853c2eb0b18e19f105cfa87fea8d4e9f5b7fc865,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,G0FIELD-PRIVATE-PAGE-169-right,2198e9c15313021fb32768b508cd37bd756c554ca9045fb173a79c3e2109f1df,FIRST-CLOSURE-REVIEW-HTML-169-right,8f76daa094e9532b6f2e5717633405c9ad40efeb51a699229d1170cbbb3dfef7,把高校侧线索人工核验为证据记录；仅作double check，不替代湖北官方计划。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-3eea16739b83335b,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,43,169-right,169,right,04,冲突处理,冲突解释和处理,E3-冲突处理,2,2,1,1,1,专业计划数:1；学费:1,0,2,pending_conflict_resolution:2,G3-冲突未处理:2,P0-含双人复核缺口页列:2,R0-冲突字段双人核页优先:2,45241aa72e9f0bbf387e668e9b53d7ed923247cb76adf3def06ffdea34346ae8,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,G0FIELD-PRIVATE-PAGE-169-right,2198e9c15313021fb32768b508cd37bd756c554ca9045fb173a79c3e2109f1df,FIRST-CLOSURE-REVIEW-HTML-169-right,8f76daa094e9532b6f2e5717633405c9ad40efeb51a699229d1170cbbb3dfef7,在PDF原页、湖北官方侧和高校辅证记录齐备后处理冲突方向。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-80c5597298e94ba9,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,44,169-right,169,right,05,双人复核,双人复核,E3-双人复核,2,2,1,1,1,专业计划数:1；学费:1,2,0,pending_double_review:2,G4-双人复核未完成:2,P0-含双人复核缺口页列:2,R0-冲突字段双人核页优先:2,956e2293b4aba46f36415dc142e1fdaa8f91bd94dd074a7d42b2daf48dfe977a,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,G0FIELD-PRIVATE-PAGE-169-right,2198e9c15313021fb32768b508cd37bd756c554ca9045fb173a79c3e2109f1df,FIRST-CLOSURE-REVIEW-HTML-169-right,8f76daa094e9532b6f2e5717633405c9ad40efeb51a699229d1170cbbb3dfef7,需要双人复核的字段先完成A/B复核和一致性结论；未完成前不得写回。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
G0FIELDGAPPAGE-fdf132fdf0933dab,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-page-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_evidence_gap_tasks_v1,G0冲突字段补证缺口页列通道汇总,页列×证据缺口通道,false,false,false,false,false,false,false,false,false,45,169-right,169,right,06,三方一致性闭环,PDF/湖北官方/高校辅证三方闭环,E4-三方一致性闭环,2,2,1,1,1,专业计划数:1；学费:1,0,2,blocked_missing_pdf:2,G5-三方一致性未闭环:2,P0-含双人复核缺口页列:2,R0-冲突字段双人核页优先:2,99c8921c8fdc94754f5021671d638b624a03a995b15bcca390936b61310068fe,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,G0FIELD-PRIVATE-PAGE-169-right,2198e9c15313021fb32768b508cd37bd756c554ca9045fb173a79c3e2109f1df,FIRST-CLOSURE-REVIEW-HTML-169-right,8f76daa094e9532b6f2e5717633405c9ad40efeb51a699229d1170cbbb3dfef7,等待PDF原页、湖北官方侧、高校辅证和必要双人复核后再做三方一致性闭环。,公开层只保存页列通道状态、计数、证据编号和SHA；不公开具体核验内容、识别内容、字段记录、人工内容或本地位置。
