官方查询键碰撞ID,来源湖北官方系统逐专业核验包,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,碰撞键,碰撞键内行数,碰撞键内专业组出现ID数,碰撞键内页码数,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,平台查询院校代码,平台查询专业组代码,平台查询专业代号,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR再选科目,OCR专业计划数,OCR学费,平台匹配状态,平台字段核验状态,官方系统证据编号,字段差异集合,消歧要求,不得进入原因,下一步
OFFICIALKEYCOLLISION-4a46610f981812a0,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K275|K27502|02,2,1,1,M-ce7df9e99e3807dd,G-d94504b7630e62c6,K275,贵州师范学院,K27502,K275,K27502,02,216,1,02,生物科学（师范类；不招色弱、色盲、单色不识别考生）K276 贵州理工学院（公办）（贵州）27601 贵州理工学院第01组,,,4200,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-48bbfaecfac63f2d,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K275|K27502|02,2,1,1,M-f0b857c68971f5f1,G-d94504b7630e62c6,K275,贵州师范学院,K27502,K275,K27502,02,216,2,02,智能科学与技术,,,4200,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-f29d3ae736e0c3af,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K310|K31003|02,2,1,1,M-ea74776b86cff1d0,G-49e643a8075e66a8,K310,贵阳人文科技学院,K31003,K310,K31003,02,217,5,02,组,,,12000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-5bdd89c7cc5bd439,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K310|K31003|02,2,1,1,M-0b48c43c67578511,G-49e643a8075e66a8,K310,贵阳人文科技学院,K31003,K310,K31003,02,217,6,02,中药学（办学地点：神奇学院）K31303 贵州医科大学神奇民族医药学院第 生物,,,12000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-7375a31f78d3e793,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K310|K31003|03,2,1,1,M-9f06e2b624082bd7,G-49e643a8075e66a8,K310,贵阳人文科技学院,K31003,K310,K31003,03,217,7,03,组,,,12000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-d9c30a075f4dfbc9,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K310|K31003|03,2,1,1,M-71139a2cc510da52,G-49e643a8075e66a8,K310,贵阳人文科技学院,K31003,K310,K31003,03,217,8,03,护理学（办学地点：神奇学院）K314 茅台学院（民办）（贵州）,,12,12000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-0a12cc1a653b4f92,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K405|K40503|09,2,1,1,M-2b9c952732070eef,G-b27a0dffc5f01414,K405,昆明文理学院,K40503,K405,K40503,09,221,1,09,数学与应用数学（办学地点：杨林校,,2,21000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-5c0ac23bfb9c377d,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K405|K40503|09,2,1,1,M-5edb86a30e5cab73,G-b27a0dffc5f01414,K405,昆明文理学院,K40503,K405,K40503,09,221,5,09,文化产业管理（办学地点：空港校区）,,2,22000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-9b257a0ef4d48e63,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K405|K40503|10,2,1,1,M-7d264acde44f4ac3,G-b27a0dffc5f01414,K405,昆明文理学院,K40503,K405,K40503,10,221,2,10,数据科学与大数据技术（办学地点：杨林校区）【406 昆明理工大学津桥学院（独立）（云南）,,2,21000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-940659f7eb0e6f56,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K405|K40503|10,2,1,1,M-afd7943175ab3409,G-b27a0dffc5f01414,K405,昆明文理学院,K40503,K405,K40503,10,221,6,10,法学（办学地点：空港校区）卫监狱学（办学地点：空港校区）,,2,22000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-793ae19af8326dca,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K439|K43909|10,2,1,1,M-25763a7c85172035,G-dc846d32012c9239,K439,西藏民族大学,K43909,K439,K43909,10,222,1,10,临床医学（办学地点：渭城校区：学制：資亮院校专业组及专业代号五年）K461西北大学（公办）（陕西）【46105西北大学第 05组,生,5,3360,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-aea8cbf456528ef6,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K439|K43909|10,2,1,1,M-3796f9a71840c0d6,G-dc846d32012c9239,K439,西藏民族大学,K43909,K439,K43909,10,222,3,10,金融学（开源证卷智能金融实验班；办学地点：太白校区）【46106 西北大学第 06组二1 床医学（办学地点：太白校区：学制：,,,5500,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-577b039219055e20,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K461|K46109|21,2,1,1,M-3081b93a65d3e3ef,G-ee5d1e06ed846436,K461,西北大学,K46109,K461,K46109,21,222,1,21,电子信息科学与技术（中外合作办学）（办学地点：长安校区）K462 西安理工大学（公办）（陕西）46202/西安理工大学第 02组,化学,,5,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-c9975f2c0e99a6e9,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,K461|K46109|21,2,1,1,M-e818d195c90007ce,G-ee5d1e06ed846436,K461,西北大学,K46109,K461,K46109,21,222,17,21,农业水利工程（办学地点：曲江校区）22（制药工程（办学地点：曲江校区）,,,6480,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-cf3f139fd142657d,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,M558|M55802|02,2,1,2,M-3c6acfe3173da8e2,G-bc92d2c75481909e,M558,哈尔滨建筑科技职业大学,M55802,M558,M55802,02,237,1,02,智能建造工程◎◎ZX,不限,3,6000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-e5f8c99895c05c1a,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,M558|M55802|02,2,1,2,M-8e8d4e26285b58d7,G-bc92d2c75481909e,M558,哈尔滨建筑科技职业大学,M55802,M558,M55802,02,238,6,02,智能控制技术（办学地点：南岗校区）,,3,6000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-b99d4891c196dbc7,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,M558|M55802|03,2,1,1,M-0cc6dbe718f03015,G-bc92d2c75481909e,M558,哈尔滨建筑科技职业大学,M55802,M558,M55802,03,238,3,03,道路与桥梁工程,,2,6000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-5c37647163e8a03d,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,M558|M55802|03,2,1,1,M-137eea6a2906d5e4,G-bc92d2c75481909e,M558,哈尔滨建筑科技职业大学,M55802,M558,M55802,03,238,7,03,生物制药技术（办学地点：松北校区）M571 哈尔 职业技术大学（公办）（黑龙江）,,5,6000,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-aefe669e37c6fdb8,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,T733|T73302|04,2,1,1,M-a513ee71633e5287,G-75d1c98ed4457e7f,T733,柳州职业技术大学,T73302,T733,T73302,04,239,2,04,自动化技术与应用（办学地点：官塘校,,5,7494,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-8283e86ba16724f3,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,T733|T73302|04,2,1,1,M-e1e3ee3fa3e9c6c2,G-75d1c98ed4457e7f,T733,柳州职业技术大学,T73302,T733,T73302,04,239,10,04,数字经济（办学地点：相思湖校区）,,,4600,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-d8b7e001fcbb909d,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,X463|X46302|03,2,1,1,M-06bf31a8b1abb638,G-1ef6f67723f91ab9,X463,新疆交通职业技术大学,X46302,X463,X46302,03,240,1,03,道路与桥粱工程,不限,,3500,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-7b30fe17ff0da901,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,X463|X46302|03,2,1,1,M-34d857b1f3522427,G-1ef6f67723f91ab9,X463,新疆交通职业技术大学,X46302,X463,X46302,03,240,7,03,高速铁路工程（办学地点：哈密校区）,,,3500,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-780606a964c56212,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,X463|X46302|04,2,1,1,M-886fb5f63ae9948f,G-1ef6f67723f91ab9,X463,新疆交通职业技术大学,X46302,X463,X46302,04,240,2,04,汽车服务工程技术,,,3,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
OFFICIALKEYCOLLISION-621a946cd83ba795,data/working/issue19-hubei-official-plan-major-crosscheck-packets.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_hubei_official_query_key_collision_ledger,逐专业招生明细×官方查询键碰撞,false,false,X463|X46302|04,2,1,1,M-3cb3b9b65f1724e2,G-1ef6f67723f91ab9,X463,新疆交通职业技术大学,X46302,X463,X46302,04,240,8,04,铁道机车智能运用技术（办学地点：哈密校区）X502新疆天山职业技术大学（民办）（新疆）,,,3500,pending_hubei_official_platform_query,pending_hubei_official_plan_review,,,官方系统回填必须同时使用专业行ID、专业组出现ID、来源页码、专业组内专业序号和官方返回行证据；不得只按院校代码+专业组代码+专业代号合并。,官方查询键不唯一，未消歧前不得写入最终事实或志愿排序。,回看PDF原页位置，并在湖北官方系统或省招办计划中逐行截图/导出证据后按专业行ID回填。
